"participant.id_in_session","participant.code","participant.label","participant.payoff","player.id_in_group","player.role","player.payoff","player.treatment","player.dyn_stock","player.dyn_bond","player.dyn_wealth","player.mgr_p1","player.mgr_p2","player.quiz_down","player.quiz_up","player.quiz_chance","player.quiz_median","player.quiz_above","player.quiz_risk_attempts","player.quiz_market_attempts","player.bid_l","player.bid_r","player.bid_exp","player.bid_no","player.belief_inv_exp","player.belief_price_exp","player.belief_others_inv_exp","player.belief_others_price_exp","player.belief_inv_no","player.belief_price_no","player.belief_others_inv_no","player.belief_others_price_no","player.belief_inv_l","player.belief_price_l","player.belief_others_inv_l","player.belief_others_price_l","player.belief_inv_r","player.belief_price_r","player.belief_others_inv_r","player.belief_others_price_r","player.allocation_to_pay","player.market_pair_to_pay","player.rounds_to_pay","player.belief_pages_to_pay","player.task1_points","player.allocation_points","player.market_points","player.final_payoff_points","player.all_beliefs_payoff_points","player.beliefs_correct","player.trade_l","player.trade_r","player.trade_exp","player.trade_no","group.id_in_subsession","group.price_l","group.price_r","group.p1_left_is_exp","group.p2_left_is_mgr_a","group.price_exp","group.price_no","group.value_exp","group.value_no","group.value_left_gender","group.value_right_gender","group.state_left","group.state_right","group.x_exp","group.x_no","group.x_a","group.x_b","group.mean_exp","group.mean_no","group.mean_a","group.mean_b","subsession.round_number","session.code","session.label","source_folder","source_file","group_uid","left_mgr_label","right_mgr_label"
17,"hpzf5xgg",NA,777.78,2,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,550,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,4,0,0,1,1,450,150,200,90,175,75,"Up","Down",100,20,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,2,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g4","M_exp","W_exp"
18,"3th28718",NA,722.22,3,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,450,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,450,150,200,90,175,75,"Up","Down",100,20,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,2,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g4","M_exp","W_exp"
19,"hh695q6a",NA,1666.67,4,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,380,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,1,4,0,0,1,1,450,150,200,90,175,75,"Up","Down",100,20,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,2,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g4","M_exp","W_exp"
20,"2w7wmunp",NA,500,5,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,452,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,4,0,0,1,1,450,150,200,90,175,75,"Up","Down",100,20,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,2,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g4","M_exp","W_exp"
21,"2fon3kdf",NA,1444.44,1,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,299,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,1,5,0,0,1,1,300,255,160,50,110,50,"Up","Down",60,100,10,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,2,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g5","M_exp","W_exp"
22,"0vm37wcl",NA,1222.22,2,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,5,0,0,1,1,300,255,160,50,110,50,"Up","Down",60,100,10,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,2,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g5","M_exp","W_exp"
23,"9902h2kd",NA,1166.67,3,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,310,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,300,255,160,50,110,50,"Up","Down",60,100,10,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,2,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g5","M_exp","W_exp"
24,"snwy0w01",NA,722.22,4,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,0,-1,5,0,0,1,1,300,255,160,50,110,50,"Up","Down",60,100,10,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,2,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g5","M_exp","W_exp"
25,"yaickank",NA,444.44,5,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,290,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,0,5,0,0,1,1,300,255,160,50,110,50,"Up","Down",60,100,10,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,2,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g5","M_exp","W_exp"
1,"fwrj2jat",NA,1222.22,1,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,130,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,150,100,200,150,150,150,"Up","Up",100,50,50,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g1","W_exp","M_exp"
2,"0vigghqi",NA,1222.22,2,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,159,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,150,100,200,150,150,150,"Up","Up",100,50,50,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g1","W_exp","M_exp"
3,"xu6xugdp",NA,1222.22,3,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,141,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,150,100,200,150,150,150,"Up","Up",100,50,50,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g1","W_exp","M_exp"
4,"9nn00jux",NA,1333.33,4,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,150,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,0,150,100,200,150,150,150,"Up","Up",100,50,50,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g1","W_exp","M_exp"
5,"d8azp69w",NA,722.22,5,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,150,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,150,100,200,150,150,150,"Up","Up",100,50,50,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g1","W_exp","M_exp"
6,"g5ct4rg0",NA,666.67,1,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,460,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,2,0,0,1,0,200,180,160,100,150,175,"Up","Up",60,0,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g2","W_exp","M_exp"
7,"utr109q6",NA,1555.56,2,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,1,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,1,2,0,0,1,0,200,180,160,100,150,175,"Up","Up",60,0,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g2","W_exp","M_exp"
8,"uza1lz8f",NA,333.33,3,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,200,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,200,180,160,100,150,175,"Up","Up",60,0,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g2","W_exp","M_exp"
9,"3z6ed32t",NA,1277.78,4,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,0,2,0,0,1,0,200,180,160,100,150,175,"Up","Up",60,0,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g2","W_exp","M_exp"
10,"pzsakpjx",NA,1333.33,5,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,430,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,2,0,0,1,0,200,180,160,100,150,175,"Up","Up",60,0,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g2","W_exp","M_exp"
11,"h4hoh39u",NA,444.44,1,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,377,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,3,0,0,0,0,350,200,75,50,50,90,"Down","Down",50,100,20,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g3","W_exp","M_exp"
12,"jzoxfyc2",NA,500,2,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,320,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,-1,3,0,0,0,0,350,200,75,50,50,90,"Down","Down",50,100,20,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g3","W_exp","M_exp"
13,"dqn940v4",NA,555.56,3,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,330,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,1,3,0,0,0,0,350,200,75,50,50,90,"Down","Down",50,100,20,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g3","W_exp","M_exp"
14,"5l1yk0gm",NA,555.56,4,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,375,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,350,200,75,50,50,90,"Down","Down",50,100,20,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g3","W_exp","M_exp"
15,"3fdg4ref",NA,0,5,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,350,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,350,200,75,50,50,90,"Down","Down",50,100,20,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g3","W_exp","M_exp"
16,"iliayit3",NA,1277.78,1,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,425,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,1,4,0,0,1,1,460,140,200,90,175,75,"Up","Down",100,20,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g4","M_exp","W_exp"
17,"hpzf5xgg",NA,777.78,2,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,550,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,4,0,0,1,1,460,140,200,90,175,75,"Up","Down",100,20,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g4","M_exp","W_exp"
18,"3th28718",NA,722.22,3,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,460,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,460,140,200,90,175,75,"Up","Down",100,20,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g4","M_exp","W_exp"
19,"hh695q6a",NA,1666.67,4,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,450,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,1,4,0,0,1,1,460,140,200,90,175,75,"Up","Down",100,20,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g4","M_exp","W_exp"
20,"2w7wmunp",NA,500,5,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,525,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,4,0,0,1,1,460,140,200,90,175,75,"Up","Down",100,20,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g4","M_exp","W_exp"
21,"2fon3kdf",NA,1444.44,1,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,299,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,299,277,160,50,110,50,"Up","Down",60,100,10,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g5","M_exp","W_exp"
22,"0vm37wcl",NA,1222.22,2,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,299,277,160,50,110,50,"Up","Down",60,100,10,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g5","M_exp","W_exp"
23,"9902h2kd",NA,1166.67,3,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,299,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,-1,5,0,0,1,1,299,277,160,50,110,50,"Up","Down",60,100,10,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g5","M_exp","W_exp"
24,"snwy0w01",NA,722.22,4,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,299,277,160,50,110,50,"Up","Down",60,100,10,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g5","M_exp","W_exp"
25,"yaickank",NA,444.44,5,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,299,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,-1,5,0,0,1,1,299,277,160,50,110,50,"Up","Down",60,100,10,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,3,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g5","M_exp","W_exp"
1,"fwrj2jat",NA,1222.22,1,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,140,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,163,95,200,150,150,150,"Up","Up",100,50,50,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g1","W_exp","M_exp"
2,"0vigghqi",NA,1222.22,2,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,163,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,163,95,200,150,150,150,"Up","Up",100,50,50,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g1","W_exp","M_exp"
3,"xu6xugdp",NA,1222.22,3,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,200,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,163,95,200,150,150,150,"Up","Up",100,50,50,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g1","W_exp","M_exp"
4,"9nn00jux",NA,1333.33,4,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,155,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,163,95,200,150,150,150,"Up","Up",100,50,50,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g1","W_exp","M_exp"
5,"d8azp69w",NA,722.22,5,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,170,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,0,163,95,200,150,150,150,"Up","Up",100,50,50,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g1","W_exp","M_exp"
6,"g5ct4rg0",NA,666.67,1,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,300,250,160,100,150,175,"Up","Up",60,0,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g2","W_exp","M_exp"
7,"utr109q6",NA,1555.56,2,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,300,250,160,100,150,175,"Up","Up",60,0,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g2","W_exp","M_exp"
8,"uza1lz8f",NA,333.33,3,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,-1,2,0,0,1,0,300,250,160,100,150,175,"Up","Up",60,0,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g2","W_exp","M_exp"
9,"3z6ed32t",NA,1277.78,4,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,1,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,0,2,0,0,1,0,300,250,160,100,150,175,"Up","Up",60,0,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g2","W_exp","M_exp"
10,"pzsakpjx",NA,1333.33,5,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,2,0,0,1,0,300,250,160,100,150,175,"Up","Up",60,0,75,50,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g2","W_exp","M_exp"
11,"h4hoh39u",NA,444.44,1,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,350,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,350,200,75,50,50,90,"Down","Down",50,100,20,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g3","W_exp","M_exp"
12,"jzoxfyc2",NA,500,2,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,320,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,-1,-1,3,0,0,0,0,350,200,75,50,50,90,"Down","Down",50,100,20,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g3","W_exp","M_exp"
13,"dqn940v4",NA,555.56,3,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,360,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,-1,3,0,0,0,0,350,200,75,50,50,90,"Down","Down",50,100,20,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g3","W_exp","M_exp"
14,"5l1yk0gm",NA,555.56,4,NA,0,"M_exp_W_exp",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,375,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"7, 10",3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,350,200,75,50,50,90,"Down","Down",50,100,20,100,55.8743961352657,52.1082802547771,58.873786407767,52.9038461538462,4,"gmregd6v",NA,"bothe_1","portfolio_2026-09-15.csv","bothe_1__g3","W_exp","M_exp"
